DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1111/1911-3846.12832,"FinBERT
 : A Large Language Model for Extracting Information from Financial Text†","Allen Huang, Hui Wang, Yi Yang",Contemporary Accounting Research,2022,(missing abstract),251818677,430,0,,
10.1108/sasbe-05-2022-0089,Simplified rating tool to evaluate sustainable practices of small-scale infrastructure projects in Australia – a comparative review,"M. Sandanayake, Z. Vrcelj, Yanni Bouras, H. Chau, Patrick Hastings",Smart and Sustainable Built Environment,2023,"PurposeThe present study aims to inform the requirements for developing a sustainable rating tool for small-scale infrastructure projects (SSIPs) through research findings.Design/methodology/approachA review-based comparative study of existing infrastructure sustainability (IS) rating tools for assessment of SSIPs is presented. Key stakeholder participants of the existing IS rating tools, are interviewed to identify existing barriers and requirements for sustainability rating. The study further presents possible rating tool options to optimise the sustainable performance evaluation of SSIPs.FindingsFindings of this study indicated that prevalent IS rating tools are majorly applied to large-scale infrastructure projects and sustainability of SSIPs are seldom assessed. Based on a literature review and series of interviews, it was found that user friendliness, efficient structure, training and technical support, cost effectiveness and stakeholder recognition are the five key requirements of a sustainability rating tool for SSIPs. Additionally, six sustainability assessment options were proposed for SSIPs which range from pathways for existing tools through to new, customisable tools. Upon comparison, a new modified tool with verification process and revised tool with defined grouping of sustainable criteria was more effective for evaluation of SSIPs.Research limitations/implicationsUse of case specific information for validation and framework development may lack generalisation. However, methodology can be used for future decision-making by making necessary adjustments to suit different local regional requirements.Originality/valueDespite lack of generalisation, the findings can lead to future general studies on sustainability of SSIPs. Findings of the study provide foundation knowledge and awareness for sustainability evaluation of SSIPs.",253407311,7,40,,
10.1111/joms.12920,Floodlight or Spotlight? Public Attention and the Selective Disclosure of Environmental Information,"Shawn Pope, Jonathan Peillex, Imane El Ouadghiri, Mathieu Gomes",Journal of Management Studies,2023,"To meet growing demands for information on their environmental impacts, firms may engage in selective disclosure by strategically reporting only a subset of relevant data. In this article, we draw out and problematize an antecedent to selective disclosure, public attention. Prior studies suggest that public attention brings scrutiny that reduces selective disclosure by increasing the risk of getting caught (the floodlight thesis). The impression management literature, however, suggests that public attention offers the possibility of broad-based image benefits from the disclosure of strategically filtered data (the spotlight thesis). Panel regressions with Trucost data from 2008–19 provide overall support for the spotlight thesis as well as a negative moderator, environmental damage. Results also point to an underlying mechanism: Companies receiving public attention disclose a larger number of environmental metrics, but not ones that, altogether, represent more environmental damage, a tactic that we call strategic fluffing.",257615314,53,80,,
10.54941/ahfe1004075,"An organizational and operational capability and maturity assessment for
 SMEs in emerging markets towards the ESG criteria adaptation","Haseena Alkatheeri, Evangelos Markopoulos, Hamdan Hamdan Al-qayed",International Conference on Human Interaction and Emerging Technologies,2023,"SMEs are considered the backbone of every economy forming nearly 95% of
 the private sector globally. As they are mostly family businesses, start-ups
 or specialized enterprises, they operate mainly locally or regionally with a
 direct impact to the society, the, employment and the national economy. On
 the other hand, due to their limited size and operations they cannot afford
 the cost and effort needed for long term planning and strategy development
 that can secure the value, volume, reputation and recognition needed to
 attract investments. The ESG criteria can be considered as a privilege
 system primarily for the large-scale organizations and the Multinational
 Enterprises whose financial and human resources can be easier allocated on
 ESG activities that return serious financial and reputational benefits.
 Research indicates that more than 90% of the investors invest only in
 companies with high social and sustainable profiles. The message from
 investors and consumers is that if companies cant show any sign of changing
 their business models, they wont be able to sell. The same applies at
 country level. Finland for example does not offer any business opportunities
 to any company that does not have a solid and proven sustainability strategy
 and track record. This trend, for clients and investors, to consider only
 Green (sustainable) or Pink (Social) products and companies for their
 purchases and investments, drives all types of organizations towards that
 adaptation of the ESG criteria. However, and since such a strategy requires
 investments, resources, funds and time that only Multinational organizations
 can provide, SMEs are left out from any opportunity to develop, grow, and
 compete. This paper highlights this ESG discrimination among the SMEs and
 MNEs and intends to bridge this gap by identifying, in a smaller scale,
 activities that reflect the ESG criteria and can be implemented by the SMEs
 at organizational and operational level. Such an approach provides SMEs the
 opportunity to record, report and receive credit, visibility and recognition
 for their sustainable, social and ethical governance efforts and actions,
 that can potentially enlarge their customer base and attract the investments
 needed to further develop themselves. The proposed approach is based on an
 assessment that creates an SME ESG roadmap framework for the SMEs to
 initially identify their ESG awareness and maturity before adopting any ESG
 related strategy and commitment. The assessment highlights the SMEs
 capability and maturity to adopt such a mid-range strategy and align their
 operations with the ESG criteria on a smaller scale. The results of the
 assessment formulate an achievable ESG related strategy for each SME,
 identify the key ESG activities to be implemented, indicate their order of
 execution, and predict a performance score upon the completion of the
 proposed strategy. This score can be utilized by SMES to receive social,
 reputational and financial recognition for their contribution to the local
 and regional society and economy. To secure the relevance of the SMEs ESG
 oriented activities with the actual ESG requirements, the proposed approach
 has been developed after studying several ESG reporting and scoring
 methodologies such as the Refinitiv, FTSE Russel, BHI, and others, and
 extractive the most relevant ESG requirements and metrics that can be
 implemented and measured with the abilities of an SME.Due to the significant
 variations of the SMEs operations, the proposed framework is targeted
 primarily to SMEs in emerging markets where the economic development and a
 structured business environments can help such a novel approach in SMEs
 strategic management and leadership.",263861443,5,0,,
10.1007/s10479-023-05514-z,ESG ratings explainability through machine learning techniques,"Alessandro Del Vitto, Daniele Marazzina, Davide Stocco",Annals of Operations Research,2023,"Environmental, Social, and Governance (ESG) scores are quantitative assessments of companies’ commitment to sustainability that have become extremely popular tools in the financial industry. However, transparency in the ESG assessment process is still far from being achieved. In fact there is no full disclosure on how the ratings are computed. As a matter of fact, rating agencies determine ESG ratings (as a function of the E, S and G scores) through proprietary models which public knowledge is limited to what the data provider effectively chooses to disclose, that, in many cases, is restricted only to the main ideas and essential principles of the procedure. The goal of this work is to exploit machine learning techniques to shed light on the ESG ratings issuance process. In particular, we focus on the Refinitiv data provider, widely used both from practitioners and from academics, and we consider white-box and black-box mathematical models to reconstruct the E, S, and G ratings’ assessment model. The results show that it is possible to replicate the underlying assessment process with a satisfying level of accuracy, shedding light on the proprietary models employed by the data provider. However, there is evidence of persisting unlearnable noise that even more complex models cannot eliminate. Finally, we consider some interpretability instruments to identify the most important factors explaining the ESG ratings.",263891742,63,25,,
10.1108/mrr-07-2023-0526,Decoding mood of the Twitterverse on ESG investing: opinion mining and key themes using machine learning,"Rachana Jaiswal, Shashank Gupta, A. Tiwari",Management Research Review,2024,"Purpose
Grounded in the stakeholder theory and signaling theory, this study aims to broaden the research agenda on environmental, social and governance (ESG) investing by uncovering public sentiments and key themes using Twitter data spanning from 2009 to 2022.

Design/methodology/approach
Using various machine learning models for text tonality analysis and topic modeling, this research scrutinizes 1,842,985 Twitter texts to extract prevalent ESG investing trends and gauge their sentiment.

Findings
Gibbs Sampling Dirichlet Multinomial Mixture emerges as the optimal topic modeling method, unveiling significant topics such as “Physical risk of climate change,” “Employee Health, Safety and well-being” and “Water management and Scarcity.” RoBERTa, an attention-based model, outperforms other machine learning models in sentiment analysis, revealing a predominantly positive shift in public sentiment toward ESG investing over the past five years.

Research limitations/implications
This study establishes a framework for sentiment analysis and topic modeling on alternative data, offering a foundation for future research. Prospective studies can enhance insights by incorporating data from additional social media platforms like LinkedIn and Facebook.

Practical implications
Leveraging unstructured data on ESG from platforms like Twitter provides a novel avenue to capture company-related information, supplementing traditional self-reported sustainability disclosures. This approach opens new possibilities for understanding a company’s ESG standing.

Social implications
By shedding light on public perceptions of ESG investing, this research uncovers influential factors that often elude traditional corporate reporting. The findings empower both investors and the general public, aiding managers in refining ESG and management strategies.

Originality/value
This study marks a groundbreaking contribution to scholarly exploration, to the best of the authors’ knowledge, by being the first to analyze unstructured Twitter data in the context of ESG investing, offering unique insights and advancing the understanding of this emerging field.
",270757517,34,146,,
10.1007/s10462-024-10854-8,Explainable artificial intelligence (XAI) in finance: a systematic literature review,"Jurgita Černevičienė, Audrius Kabašinskas",Artificial Intelligence Review,2024,"Abstract As the range of decisions made by Artificial Intelligence (AI) expands, the need for Explainable AI (XAI) becomes increasingly critical. The reasoning behind the specific outcomes of complex and opaque financial models requires a thorough justification to improve risk assessment, minimise the loss of trust, and promote a more resilient and trustworthy financial ecosystem. This Systematic Literature Review (SLR) identifies 138 relevant articles from 2005 to 2022 and highlights empirical examples demonstrating XAI's potential benefits in the financial industry. We classified the articles according to the financial tasks addressed by AI using XAI, the variation in XAI methods between applications and tasks, and the development and application of new XAI methods. The most popular financial tasks addressed by the AI using XAI were credit management, stock price predictions, and fraud detection. The three most commonly employed AI black-box techniques in finance whose explainability was evaluated were Artificial Neural Networks (ANN), Extreme Gradient Boosting (XGBoost), and Random Forest. Most of the examined publications utilise feature importance, Shapley additive explanations (SHAP), and rule-based methods. In addition, they employ explainability frameworks that integrate multiple XAI techniques. We also concisely define the existing challenges, requirements, and unresolved issues in applying XAI in the financial sector.",275233959,118,210,,
10.1108/sampj-01-2024-0045,"Environmental, social and governance (ESG) performance and abnormal positive tone","Yang Xin, Jingwei Bao, Kezhen Zhang","Sustainability Accounting, Management and Policy Journal",2024,"
Purpose
The purpose of this study is to explore the relationship between environmental, social and governance (ESG) performance and tone management in the annual report. This is based on the notion that managers, driven by personal interests, may use their ESG accomplishments by using an abnormal positive tone to enhance their reputation or career prospects.


Design/methodology/approach
Using panel data from Chinese listed companies from 2010 to 2022, this study first investigates the relationship between ESG performance and abnormal tone management. The study then uncovers this relationship is mediated through the mechanisms of equity-based incentive and analyst coverage. The conclusions of this paper hold even after a series of robustness tests, such as propensity score matching, Heckman two-stage method and two-stage least squares with instrumental variables.


Findings
This study finds a positive correlation between ESG performance and the presence of abnormal positive tone in annual reports. Furthermore, the mechanistic analysis reveals that managers in companies with strong ESG performance are motivated to use an overly positive tone, largely due to their vested interests in equity-based compensation. Moreover, in an effort to alleviate the pressure stemming from heightened financial analyst coverage and enhance the impression conveyed through analysts' reports, managers with superior ESG performance also tend to inflate the tone within their annual reports.


Practical implications
This study provides significant insights into the ongoing dialogue surrounding ESG-related equity incentives, which incentivize managerial manipulation of stock prices through the use of abnormal positive tone. The findings call upon investors to exercise greater vigilance in examining narrative information in annual reports, as abnormally positive tones may not always faithfully represent performance but rather reflect managerial self-interest.


Social implications
There is an emphasis on the importance of robust oversight mechanisms within corporate governance bodies to curb the manipulation of tone for managers’ personal gain.


Originality/value
This study enhances the theoretical foundation of ESG studies, offering a holistic perspective on the intricate interplay among ESG performance, managerial behavior and financial markets, with potential implications for researchers, investors and regulators.
",279123070,12,173,,
10.1007/s42495-022-00084-7,Publisher Correction: Effects of firm-level ESG performance on creditworthiness in Japanese listed companies,"Hiroaki Kambe, Masatoshi Tamamura",International Journal of Economic Policy Studies,2022,(missing abstract),280116292,3,21,,
10.3390/electronics13091719,"Ontology-Driven Architecture for Managing Environmental, Social, and Governance Metrics","Mingqin Yu, F. Rabhi, M. Bandara",Electronics,2024,"The burgeoning significance of environmental, social, and governance (ESG) metrics in realms such as investment decision making, corporate reporting, and risk management underscores the imperative for a robust, comprehensive solution capable of effectively capturing, representing, and analysing the multifaceted and intricate ESG data landscape. Facing the challenge of aligning with diverse standards and utilising complex datasets, organisations require robust systems for the integration of ESG metrics with traditional financial reporting. Amidst this, the evolving regulatory landscape and the demand for transparency and stakeholder engagement present significant challenges, given the lack of standardized ESG metrics in certain areas. Recently, the use of ontology-driven architectures has gained attention for their ability to encapsulate domain knowledge and facilitate integration with decision-support systems. This paper proposes a knowledge graph in the ESG metric domain to assist corporations in cataloguing and navigating ESG reporting requirements, standards, and associated data. Employing a design science methodology, we developed an ontology that serves as both a conceptual foundation and a semantic layer, fostering the creation of an interoperable ESG Metrics Knowledge Graph (ESGMKG) and its integration within operational layers. This ontology-driven approach promises seamless integration with diverse ESG data sources and reporting frameworks, while addressing the critical challenges of metric selection, alignment, and data verification, supporting the dynamic nature of ESG metrics. The utility and effectiveness of the proposed ontology were demonstrated through a case study centred on the International Financial Reporting Standards (IFRS) framework that is widely used within the banking industry.",280947950,10,19,,
10.1002/bsd2.70038,Unveiling the blackbox within <scp>ESG</scp> ratings' blackbox: Toward a framework for analyzing AI adoption and its impacts,"Felipe Suárez Giri, Teresa Sánchez Chaparro",Business Strategy & Development,2024,"Abstract Artificial intelligence (AI) is transforming entire industries at an unprecedented pace. Yet, established technology adoption theories offer limited tools for characterizing business AI integration and analyzing its effects. These primarily focus on the factors facilitating or hindering adoption, rather than on adoption patterns and impacts. This paper introduces a novel conceptual framework to address this key gap and applies it to the case of the ESG rating industry. ESG raters play a pivotal role in sustainable finance, providing metrics that guide investment decisions globally. However, little is known about the extent and nature of their AI usage and its implications. Through a mixed‐methods approach combining the analysis of job postings, patent filings, research publications, and corporate websites, we examine AI adoption among major ESG raters. Our investigation explores the specific AI technologies employed, their functional applications, the innovations developed, the intensity of AI integration, and the potential impacts of raters' AI adoption. Our results reveal widespread and growing AI adoption across the industry. Our findings show that raters extensively leverage Natural Language Processing to streamline data collection, processing, and analysis. Furthermore, they have pioneered Machine Learning innovations that significantly expand their sustainability assessment capabilities in various domains. These findings mark a considerable departure from prior academic and gray literature that characterized major ESG raters as having minimal AI use, prompting critical questions regarding the implications of this technological transformation for ESG ratings' reliability, transparency, and potential biases.",281277870,10,131,,
10.1109/cinti63048.2024.10830823,A Prototype System Using Causal Inference and Machine Learning Models to Estimate ESG Ratings for SMEs,Tsung-Nan Chou,International Symposium on Computational Intelligence and Informatics,2024,"Although numerous environmental, social, and governance (ESG) rating agencies exist globally, different organizations may employ distinct evaluation frameworks and methods, potentially leading to inconsistent or misleading ratings for a given company. Moreover, these rating agencies primarily focus on evaluating publicly listed large-cap companies, rendering their assessment approaches unsuitable for small and medium-sized enterprises (SMEs) that lack sufficient resources to support ESG evaluations. This study aims to develop an SME-specific ESG rating system that integrates both indirect and direct approaches. To facilitate responsible and reliable ESG evaluations, the indirect approach employs causal inference technique to identify the most relevant variables affecting ESG ratings in large listed companies. Subsequently, three machine learning-based predictive models are trained using this data, which are then applied to SMEs with a bridging strategy to derive their potential ESG ratings. The direct approach categorizes SMEs by industry and applies customized ESG performance indicators to assess their actual ESG ratings. Finally, the two rating results are integrated using a weighted formula, accompanied by the implementation of Microsoft Power BI's visualized and interactive features, to establish a transparent, explainable, and interpretable SME-specific ESG rating system.",283468785,0,9,,
10.1002/csr.3163,Investor Responses to <scp>ESG</scp> News Sentiment: Exploring Differential Effects and Industry Moderation,"Seung Hyun Jeong, Jaeduk Han, So-Young Jun, Shawn Kim, Jong Woo Kim",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT Environmental, social, and governance (ESG) principles have gained prominence in the capital markets. While ESG ratings are widely used to assess corporate sustainability, their disagreement and time lag limit their effectiveness for investors. This study proposes ESG news sentiment as an alternative measure of corporate ESG activities and investigates the investor responses to it. Using sustainability reports, we developed lexicons to classify news into ESG and non‐ESG categories and further categorized ESG news into environmental, social, and governance dimensions. Through hierarchical regression analysis, we examine the impact of media‐derived ESG factors on market value and stock returns. Our findings reveal that ESG news sentiment is more positively associated with firm performance compared to non‐ESG news. This is particularly evident for social and governance dimensions, with effects varying across industries depending on their ESG concerns. These results demonstrate the value of ESG news sentiment analysis in understanding market responses to corporate sustainability practices.",285108308,2,69,,
10.1109/icdmw65004.2024.00070,Neurosymbolic AI for Mining Key Aspects of Socially Responsible Investing,"Wihan van der Heever, Ranjan Satapathy, Erik Cambria, Rick Siow Mong Goh",2022 IEEE International Conference on Data Mining Workshops (ICDMW),2024,"Environmental, Social, and Governance (ESG) factors have become critical for assessing corporate sustainability and ethical responsibility. However, the vast volume of unstructured data available across corporate reports, social media, and news sources poses a challenge for systematic ESG analysis. This paper explores the application of neurosymbolic AI, which combines neural networks’ pattern recognition capabilities with the structured reasoning of symbolic AI, to mine key aspects of ESG from large-scale, diverse data sources. By leveraging SenticNet for concept parsing and deep learning for sentiment analysis, we extract relevant ESG metrics, classify corporate practices, and identify trends. This hybrid approach enhances both the interpretability and scalability of ESG analysis, providing more accurate insights into corporate behaviors and their impact on sustainability goals. Results demonstrate that neurosymbolic AI not only improves the extraction of meaningful ESG aspects but also enables real-time monitoring, supporting data-driven decision-making for investors, regulators, and stakeholders.",285304120,1,25,,
